,Area,Room,Parking,Warehouse,Elevator,Address,Price.USD.,New_address,unique.house.Address.,Dist
786,27,3,TRUE,TRUE,TRUE,Shahran,185000,dist5,,
787,241,2,TRUE,TRUE,TRUE,Farmanieh,198333.33,dist1,,
788,2,2,TRUE,TRUE,TRUE,Farmanieh,206666.67,dist1,,
789,196,2,TRUE,TRUE,TRUE,Feiz Garden,70000,dist5,,
790,188,1,TRUE,TRUE,TRUE,Punak,66666.67,dist7,,
791,221,2,TRUE,TRUE,TRUE,Razi,46333.33,dist11,,
792,230,2,TRUE,TRUE,TRUE,Razi,52466.67,dist11,,
793,238,2,TRUE,TRUE,TRUE,Razi,57066.67,dist11,,
794,11,3,TRUE,TRUE,TRUE,Feiz Garden,141000,dist5,,
795,218,2,TRUE,TRUE,TRUE,Heravi,110000,dist4,,
796,124,3,TRUE,TRUE,TRUE,Niavaran,1083333.33,dist1,,
797,42,3,TRUE,TRUE,TRUE,Heravi,226666.67,dist4,,
798,2,2,TRUE,TRUE,TRUE,Pardis,16666.67,other,,
799,239,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,105000,dist5,,
800,226,2,TRUE,TRUE,TRUE,Parand,38333.33,other,,
801,224,2,TRUE,TRUE,TRUE,East Pars,85833.33,dist8,,
802,2,2,TRUE,TRUE,TRUE,Pasdaran,183333.33,dist1,,
803,192,2,TRUE,TRUE,TRUE,Pasdaran,115000,dist1,,
804,223,2,TRUE,TRUE,TRUE,Narmak,101666.67,dist8,,
805,52,3,TRUE,TRUE,TRUE,Beryanak,93333.33,dist10,,
806,177,1,TRUE,TRUE,FALSE,Islamshahr,15333.33,other,,
807,108,4,TRUE,TRUE,FALSE,Andisheh,190000,other,,
808,1,2,TRUE,TRUE,FALSE,Damavand,233333.33,dist13,,
809,217,2,FALSE,FALSE,FALSE,Parand,14666.67,other,,
810,196,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,69333.33,dist5,,
811,27,3,TRUE,TRUE,FALSE,Parand,43333.33,other,,
812,171,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,63333.33,dist5,,
813,37,3,TRUE,TRUE,TRUE,Qalandari,250000,dist1,,
814,221,2,TRUE,FALSE,TRUE,Qalandari,156666.67,dist1,,
815,57,3,TRUE,TRUE,TRUE,Gheitarieh,326666.67,dist1,,
816,27,3,TRUE,TRUE,TRUE,Punak,210000,dist7,,
817,239,2,TRUE,TRUE,TRUE,Qalandari,208333.33,dist1,,
818,226,2,TRUE,TRUE,TRUE,Qalandari,150000,dist1,,
819,12,2,TRUE,TRUE,TRUE,Qalandari,270000,dist1,,
820,205,5,TRUE,TRUE,FALSE,Ekhtiarieh,2720000,dist3,,
821,196,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,78333.33,dist5,,
822,192,1,TRUE,TRUE,TRUE,Saadat Abad,120000,dist2,,
823,103,3,TRUE,TRUE,TRUE,Gheitarieh,466666.67,dist1,,
824,47,3,TRUE,TRUE,TRUE,Gheitarieh,386666.67,dist1,,
825,72,3,TRUE,TRUE,TRUE,Jordan,296666.67,dist3,,
826,185,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,61000,dist5,,
827,42,3,TRUE,TRUE,TRUE,Jordan,256666.67,dist3,,
828,49,3,TRUE,TRUE,TRUE,Jordan,290000,dist3,,
829,224,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,80000,dist5,,
830,7,2,TRUE,TRUE,TRUE,Pardis,17133.33,other,,
831,185,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,66666.67,dist5,,
832,215,5,TRUE,TRUE,TRUE,Mahmoudieh,2500000,dist1,,
833,195,2,TRUE,TRUE,TRUE,Punak,70000,dist7,,
834,185,1,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,63333.33,dist22,,
835,214,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,65000,dist5,,
836,239,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,140000,dist5,,
837,231,2,TRUE,TRUE,TRUE,Central Janatabad,120666.67,dist5,,
838,97,3,TRUE,TRUE,TRUE,Air force,249133.33,dist13,,
839,180,1,TRUE,TRUE,FALSE,Southern Janatabad,57333.33,dist5,,
840,162,1,TRUE,FALSE,FALSE,Shahedshahr,1.00E+05,other,,
841,47,3,TRUE,TRUE,TRUE,Punak,253333.33,dist7,,
842,17,3,TRUE,TRUE,TRUE,Punak,166666.67,dist7,,
843,32,3,TRUE,TRUE,TRUE,Shahrake Gharb,281666.67,dist2,,
844,195,1,FALSE,TRUE,FALSE,Qasr-od-Dasht,31666.67,dist10,,
845,238,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,105333.33,dist5,,
846,229,2,TRUE,TRUE,TRUE,Pardis,24200,other,,
847,180,2,FALSE,TRUE,TRUE,Komeil,35000,dist12,,
848,239,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,95666.67,dist5,,
849,221,2,TRUE,TRUE,TRUE,Jeyhoon,71666.67,dist10,,
850,47,3,TRUE,TRUE,TRUE,Punak,143333.33,dist7,,
851,57,3,TRUE,TRUE,TRUE,Shahrake Gharb,310000,dist2,,
852,230,2,TRUE,TRUE,TRUE,Ekbatan,131333.33,dist5,,
853,76,3,TRUE,TRUE,TRUE,Gheitarieh,507500,dist1,,
854,238,2,TRUE,TRUE,TRUE,Shahran,156666.67,dist5,,
855,231,2,TRUE,TRUE,TRUE,Ekhtiarieh,110000,dist3,,
856,195,2,TRUE,TRUE,FALSE,Pasdaran,113333.33,dist1,,
857,38,3,TRUE,TRUE,TRUE,Punak,251666.67,dist7,,
858,192,1,TRUE,TRUE,TRUE,Feiz Garden,81666.67,dist5,,
859,22,3,TRUE,TRUE,TRUE,Southern Janatabad,166666.67,dist5,,
860,39,3,TRUE,TRUE,TRUE,Pakdasht,58333.33,other,,
861,62,3,TRUE,TRUE,TRUE,Shahrake Gharb,416666.67,dist2,,
862,12,2,TRUE,TRUE,TRUE,Saadat Abad,293333.33,dist2,,
863,210,2,TRUE,TRUE,FALSE,Andisheh,31333.33,other,,
864,57,3,TRUE,TRUE,TRUE,Shahrake Gharb,333333.33,dist2,,
865,221,2,TRUE,TRUE,FALSE,Andisheh,37000,other,,
866,225,3,TRUE,TRUE,TRUE,Andisheh,53000,other,,
867,217,2,TRUE,TRUE,TRUE,Gheitarieh,184800,dist1,,
868,213,2,TRUE,TRUE,TRUE,Shahran,136666.67,dist5,,
869,32,3,TRUE,TRUE,TRUE,Shahr-e-Ziba,180000,dist5,,
870,207,2,TRUE,TRUE,TRUE,Southern Janatabad,80000,dist5,,
871,214,2,FALSE,TRUE,TRUE,Parand,12966.67,other,,
872,224,2,TRUE,FALSE,TRUE,Pasdaran,166666.67,dist1,,
873,199,1,TRUE,TRUE,TRUE,Central Janatabad,116666.67,dist5,,
874,195,1,FALSE,TRUE,FALSE,Qasr-od-Dasht,36666.67,dist10,,
875,42,3,TRUE,TRUE,TRUE,Southern Chitgar,49466.67,dist21,,
876,118,3,TRUE,TRUE,TRUE,Gheitarieh,863333.33,dist1,,
877,4,2,TRUE,TRUE,TRUE,Gheitarieh,270000,dist1,,
878,40,3,TRUE,TRUE,TRUE,Kahrizak,41400,dist20,,
879,177,1,TRUE,TRUE,FALSE,Andisheh,12666.67,other,,
880,124,3,TRUE,TRUE,FALSE,Niavaran,1500000,dist1,,
881,176,1,TRUE,TRUE,FALSE,Salsabil,33166.67,dist10,,
882,204,2,TRUE,TRUE,FALSE,Pirouzi,51666.67,dist13,,
883,30,3,TRUE,TRUE,TRUE,Marzdaran,173333.33,dist2,,
884,192,1,TRUE,TRUE,TRUE,Pirouzi,46000,dist13,,
885,226,2,TRUE,TRUE,TRUE,Northern Janatabad,106666.67,dist5,,
886,226,2,TRUE,TRUE,TRUE,Islamshahr,18833.33,other,,
887,218,2,TRUE,FALSE,FALSE,Islamshahr,18333.33,other,,
888,158,1,TRUE,TRUE,FALSE,Pirouzi,28333.33,dist13,,
889,235,2,TRUE,FALSE,TRUE,Pirouzi,92000,dist13,,
890,239,2,TRUE,TRUE,TRUE,Shahran,155000,dist5,,
891,7,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,130000,dist5,,
892,235,2,FALSE,FALSE,TRUE,Pardis,18333.33,other,,
893,216,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,80000,dist5,,
894,226,2,TRUE,TRUE,TRUE,Yaftabad,41666.67,dist18,,
895,63,3,TRUE,TRUE,TRUE,Gheitarieh,511666.67,dist1,,
896,226,2,TRUE,TRUE,TRUE,Yaftabad,41666.67,dist18,,
897,178,1,TRUE,FALSE,TRUE,Ray,25000,dist20,,
898,218,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,88333.33,dist5,,
899,184,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,71666.67,dist5,,
900,2,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,126666.67,dist5,,
901,2,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,116666.67,dist5,,
902,12,3,TRUE,TRUE,TRUE,Jeyhoon,77666.67,dist10,,
903,188,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,68333.33,dist5,,
904,196,2,TRUE,TRUE,FALSE,Andisheh,29000,other,,
905,2,2,TRUE,TRUE,TRUE,Ostad Moein,120000,dist9,,
906,221,1,FALSE,TRUE,FALSE,Shahrake Qods,18666.67,dist2,,
907,17,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,140000,dist5,,
908,204,1,TRUE,TRUE,FALSE,West Ferdows Boulevard,65000,dist5,,
909,214,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,78333.33,dist5,,
910,176,1,TRUE,TRUE,FALSE,West Ferdows Boulevard,63333.33,dist5,,
911,214,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,81666.67,dist5,,
912,17,2,TRUE,TRUE,TRUE,Shahran,166666.67,dist5,,
913,8,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,116666.67,dist5,,
914,187,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,66000,dist5,,
915,190,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,69333.33,dist5,,
916,239,2,TRUE,TRUE,TRUE,Central Janatabad,123333.33,dist5,,
917,178,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,63333.33,dist5,,
918,192,2,TRUE,TRUE,FALSE,Central Janatabad,70000,dist5,,
919,192,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,64000,dist5,,
920,235,2,TRUE,TRUE,FALSE,Mehran,83333.33,dist4,,
921,188,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,76666.67,dist5,,
922,211,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,76666.67,dist5,,
923,210,2,TRUE,TRUE,FALSE,East Ferdows Boulevard,76000,dist5,,
924,25,2,TRUE,TRUE,TRUE,Northren Jamalzadeh,120000,dist11,,
925,178,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,65000,dist5,,
926,190,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,61666.67,dist5,,
927,184,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,68333.33,dist5,,
928,226,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,78333.33,dist5,,
929,226,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,115000,dist5,,
930,27,3,FALSE,TRUE,TRUE,Nasim Shahr,43333.33,other,,
931,185,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,64000,dist5,,
932,211,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,83333.33,dist5,,
933,190,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,61666.67,dist5,,
934,17,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,173333.33,dist5,,
935,2,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,115000,dist5,,
936,18,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,139000,dist22,,
937,7,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,108333.33,dist22,,
938,192,1,TRUE,TRUE,FALSE,East Ferdows Boulevard,60000,dist5,,
939,182,1,TRUE,TRUE,TRUE,Feiz Garden,70666.67,dist5,,
940,185,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,59333.33,dist5,,
941,216,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,75000,dist5,,
942,13,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,116666.67,dist22,,
943,217,2,TRUE,TRUE,TRUE,Golestan,71666.67,dist22,,
944,190,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,62000,dist5,,
945,238,2,TRUE,TRUE,FALSE,Southern Program Organization,106666.67,dist5,,
946,190,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,62666.67,dist5,,
947,10,2,TRUE,TRUE,TRUE,Golestan,110000,dist22,,
948,187,1,TRUE,TRUE,TRUE,Feiz Garden,66666.67,dist5,,
949,225,2,TRUE,TRUE,TRUE,North Program Organization,108333.33,dist5,,
950,192,2,TRUE,TRUE,TRUE,Azarbaijan,65000,dist11,,
951,182,1,FALSE,TRUE,TRUE,Pardis,15666.67,other,,
952,212,2,TRUE,TRUE,TRUE,Pirouzi,85166.67,dist13,,
953,212,2,FALSE,FALSE,TRUE,Pirouzi,65666.67,dist13,,
954,52,3,TRUE,TRUE,TRUE,Pirouzi,170000,dist13,,
955,16,2,TRUE,TRUE,TRUE,Pirouzi,125400,dist13,,
956,201,2,TRUE,TRUE,TRUE,Ostad Moein,52833.33,dist9,,
957,182,1,FALSE,TRUE,TRUE,Pardis,18000,other,,
958,27,3,TRUE,TRUE,TRUE,Pirouzi,133333.33,dist13,,
959,47,3,TRUE,TRUE,TRUE,Gheitarieh,454166.67,dist1,,
961,7,2,TRUE,TRUE,TRUE,Koohsar,133333.33,dist5,,
962,37,3,TRUE,TRUE,TRUE,Tenant,135000,other,,
963,39,3,TRUE,TRUE,TRUE,Shams Abad,155333.33,dist4,,
964,232,2,TRUE,TRUE,FALSE,Central Janatabad,106666.67,dist5,,
965,27,2,TRUE,TRUE,TRUE,Southern Janatabad,220833.33,dist5,,
966,76,3,TRUE,TRUE,TRUE,Gheitarieh,516666.67,dist1,,
967,181,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,76666.67,dist5,,
968,12,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,103333.33,dist22,,
969,12,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,103333.33,dist22,,
970,14,2,TRUE,FALSE,TRUE,Persian Gulf Martyrs Lake,110000,dist22,,
971,199,2,TRUE,TRUE,TRUE,Shahran,71666.67,dist5,,
972,176,1,TRUE,TRUE,TRUE,Andisheh,13333.33,other,,
973,7,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,93333.33,dist22,,
974,187,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,74666.67,dist5,,
975,10,2,TRUE,TRUE,TRUE,Golestan,63333.33,dist22,,
976,218,2,TRUE,TRUE,TRUE,Southern Janatabad,97333.33,dist5,,
977,226,2,TRUE,TRUE,TRUE,Parand,17333.33,other,,
978,7,2,TRUE,TRUE,TRUE,Pardis,17833.33,other,,
979,47,3,TRUE,TRUE,TRUE,Saadat Abad,366666.67,dist2,,
980,47,3,TRUE,TRUE,TRUE,Punak,299666.67,dist7,,
981,42,3,TRUE,TRUE,TRUE,Punak,206666.67,dist7,,
982,201,2,TRUE,TRUE,TRUE,Ostad Moein,52666.67,dist9,,
983,23,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,121666.67,dist22,,
984,7,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,108333.33,dist22,,
985,52,2,FALSE,TRUE,TRUE,Chardangeh,40000,other,,
986,242,2,TRUE,TRUE,TRUE,Central Janatabad,149333.33,dist5,,
987,10,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,111666.67,dist22,,
988,239,2,TRUE,TRUE,TRUE,Ostad Moein,86666.67,dist9,,
989,198,1,FALSE,FALSE,TRUE,Fallah,30000,dist17,,
990,214,1,TRUE,FALSE,TRUE,Fallah,62500,dist17,,
991,178,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,65000,dist5,,
992,232,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,83333.33,dist22,,
993,237,2,TRUE,TRUE,TRUE,Fallah,50333.33,dist17,,
994,50,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,191666.67,dist22,,
995,198,1,FALSE,TRUE,FALSE,Eskandari,35000,dist11,,
996,16,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,120000,dist22,,
997,9,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,116666.67,dist22,,
998,15,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,109000,dist22,,
999,17,2,TRUE,TRUE,TRUE,Gheitarieh,246666.67,dist1,,
1000,17,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,120000,dist22,,
1001,22,2,TRUE,TRUE,TRUE,Gholhak,280000,dist3,,
1002,216,2,TRUE,TRUE,TRUE,Central Janatabad,90000,dist5,,
1003,8,2,TRUE,TRUE,TRUE,North Program Organization,150666.67,dist5,,
1004,7,2,TRUE,TRUE,TRUE,Gheitarieh,230000,dist1,,
1005,229,2,FALSE,FALSE,TRUE,Ray,52333.33,dist20,,
1006,204,2,TRUE,TRUE,TRUE,Ostad Moein,65666.67,dist9,,
1007,207,2,TRUE,TRUE,TRUE,Punak,86000,dist7,,
1008,67,3,TRUE,TRUE,TRUE,Ostad Moein,175000,dist9,,
1009,155,4,TRUE,TRUE,TRUE,Dorous,1581666.67,dist3,,
1010,76,3,TRUE,TRUE,TRUE,Pasdaran,516666.67,dist1,,
1011,178,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,65000,dist5,,
1012,207,2,TRUE,TRUE,TRUE,Saadat Abad,160000,dist2,,
1013,67,3,TRUE,TRUE,TRUE,Marzdaran,341000,dist2,,
1014,17,2,TRUE,TRUE,TRUE,Central Janatabad,169333.33,dist5,,
1015,237,2,TRUE,FALSE,TRUE,Shahr-e-Ziba,96666.67,dist5,,
1016,81,3,TRUE,TRUE,TRUE,Marzdaran,433333.33,dist2,,
1017,188,1,TRUE,TRUE,TRUE,Ostad Moein,53333.33,dist9,,
1018,76,3,TRUE,TRUE,TRUE,Marzdaran,379166.67,dist2,,
1019,48,3,TRUE,TRUE,TRUE,Marzdaran,283333.33,dist2,,
1020,37,3,TRUE,TRUE,TRUE,Marzdaran,206666.67,dist2,,
1021,178,1,TRUE,TRUE,TRUE,Southern Program Organization,66000,dist5,,
1022,12,2,TRUE,TRUE,TRUE,Pardis,17833.33,other,,
1023,10,2,TRUE,TRUE,TRUE,Mahallati,233333.33,dist1,,
1024,23,3,TRUE,TRUE,TRUE,Pardis,20333.33,other,,
1025,109,3,TRUE,TRUE,TRUE,Elahieh,1173333.33,dist1,,
1026,121,4,TRUE,TRUE,TRUE,Elahieh,1283333.33,dist1,,
1027,232,2,TRUE,TRUE,TRUE,Shahrakeh Naft,183333.33,dist5,,
1028,19,2,TRUE,TRUE,TRUE,Niavaran,416666.67,dist1,,
1029,44,3,TRUE,TRUE,TRUE,Punak,251666.67,dist7,,
1030,185,1,TRUE,TRUE,FALSE,West Ferdows Boulevard,65000,dist5,,
1032,64,3,TRUE,TRUE,TRUE,Niavaran,543333.33,dist1,,
1033,2,2,TRUE,TRUE,TRUE,Ajudaniye,216666.67,dist1,,
1034,67,3,TRUE,TRUE,TRUE,Shahrake Gharb,413333.33,dist2,,
1035,52,3,TRUE,TRUE,TRUE,Niavaran,5.00E+05,dist1,,
1036,224,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,48333.33,dist17,,
1037,95,3,TRUE,FALSE,TRUE,West Pars,333333.33,dist4,,
1038,239,2,TRUE,TRUE,TRUE,Abazar,223333.33,dist5,,
1039,223,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,78333.33,dist22,,
1040,14,3,TRUE,TRUE,TRUE,Shahran,186666.67,dist5,,
1041,240,2,TRUE,TRUE,TRUE,Northern Janatabad,130000,dist5,,
1042,227,3,TRUE,TRUE,TRUE,Parand,14166.67,other,,
1043,7,2,TRUE,TRUE,TRUE,Pardis,31333.33,other,,
1044,17,2,TRUE,TRUE,TRUE,Ostad Moein,109333.33,dist9,,
1045,229,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,1.00E+05,dist5,,
1046,67,3,TRUE,TRUE,TRUE,Farmanieh,383333.33,dist1,,
1047,37,3,TRUE,TRUE,TRUE,Marzdaran,247500,dist2,,
1048,12,2,TRUE,TRUE,TRUE,Feiz Garden,122333.33,dist5,,
1049,221,2,TRUE,TRUE,TRUE,Southern Janatabad,116666.67,dist5,,
1050,201,2,TRUE,TRUE,TRUE,Southern Janatabad,60000,dist5,,
1051,230,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,51666.67,dist17,,
1052,207,1,TRUE,TRUE,FALSE,Shahrake Qods,29000,dist2,,
1053,32,3,TRUE,TRUE,TRUE,Feiz Garden,186666.67,dist5,,
1054,229,2,TRUE,TRUE,TRUE,North Program Organization,1.00E+05,dist5,,
1055,227,2,TRUE,TRUE,TRUE,Southern Janatabad,150000,dist5,,
1056,195,1,TRUE,TRUE,TRUE,Southern Program Organization,80000,dist5,,
1057,27,3,TRUE,TRUE,TRUE,Punak,210000,dist7,,
1058,229,2,TRUE,TRUE,TRUE,Pardis,24166.67,other,,
1059,207,2,TRUE,TRUE,TRUE,Southern Janatabad,66666.67,dist5,,
1060,199,2,TRUE,TRUE,TRUE,Southern Janatabad,90000,dist5,,
1061,198,2,TRUE,TRUE,TRUE,Southern Janatabad,70000,dist5,,
1062,195,2,TRUE,TRUE,TRUE,Southern Janatabad,73333.33,dist5,,
1063,207,2,TRUE,TRUE,TRUE,Southern Janatabad,83333.33,dist5,,
1064,42,3,TRUE,TRUE,TRUE,Gheitarieh,266666.67,dist1,,
1065,27,3,TRUE,TRUE,TRUE,Gheitarieh,236666.67,dist1,,
1066,204,2,TRUE,TRUE,TRUE,Southern Janatabad,70000,dist5,,
1067,203,2,TRUE,FALSE,FALSE,West Ferdows Boulevard,73333.33,dist5,,
1068,198,2,TRUE,TRUE,TRUE,Southern Janatabad,68333.33,dist5,,
1069,198,2,TRUE,TRUE,FALSE,Jeyhoon,50000,dist10,,
1070,239,2,TRUE,TRUE,FALSE,Northern Janatabad,130000,dist5,,
1072,38,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,143333.33,dist22,,
1073,207,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,80000,dist5,,
1074,226,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,50233.33,dist17,,
1075,7,2,TRUE,TRUE,TRUE,Pardis,31666.67,other,,
1076,178,1,TRUE,FALSE,TRUE,North Program Organization,63333.33,dist5,,
1077,188,1,TRUE,TRUE,TRUE,Southern Program Organization,91666.67,dist5,,
1078,23,3,TRUE,TRUE,TRUE,Pardis,20333.33,other,,
1079,239,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,110000,dist5,,
1080,199,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,79333.33,dist5,,
1081,2,2,FALSE,TRUE,FALSE,Tehransar,66666.67,dist21,,
1082,30,3,TRUE,TRUE,TRUE,Kook,131666.67,dist22,,
1083,237,2,TRUE,TRUE,TRUE,Gheitarieh,2.00E+05,dist1,,
1084,214,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,42500,dist17,,
1085,35,4,TRUE,TRUE,FALSE,Jeyhoon,156666.67,dist10,,
1086,2,2,TRUE,TRUE,TRUE,Northern Janatabad,148333.33,dist5,,
1087,42,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,160000,dist22,,
1088,235,2,TRUE,TRUE,TRUE,Central Janatabad,119000,dist5,,
1089,22,2,TRUE,TRUE,FALSE,Amirabad,150000,dist6,,
1090,171,1,TRUE,TRUE,FALSE,Jeyhoon,34333.33,dist10,,
1091,32,2,TRUE,TRUE,FALSE,Gheitarieh,229666.67,dist1,,
1092,239,2,FALSE,TRUE,TRUE,Nawab,72833.33,dist10,,
1093,52,3,FALSE,FALSE,FALSE,Gheitarieh,350000,dist1,,
1094,211,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,40200,dist17,,
1095,192,1,TRUE,TRUE,TRUE,Central Janatabad,111666.67,dist5,,
1096,86,3,TRUE,TRUE,TRUE,Dorous,4.00E+05,dist3,,
1097,27,2,TRUE,TRUE,TRUE,Shahrake Gharb,325000,dist2,,
1098,232,2,TRUE,TRUE,TRUE,North Program Organization,114000,dist5,,
1099,7,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,136666.67,dist5,,
1100,232,2,TRUE,TRUE,TRUE,Shahran,95000,dist5,,
1101,4,2,TRUE,TRUE,TRUE,Southern Janatabad,186666.67,dist5,,
1102,178,1,TRUE,TRUE,TRUE,Ostad Moein,50000,dist9,,
1103,201,2,TRUE,TRUE,FALSE,Punak,75000,dist7,,
1104,27,3,TRUE,TRUE,TRUE,Yousef Abad,291666.67,dist6,,
1105,34,3,TRUE,TRUE,TRUE,Parand,68333.33,other,,
1107,132,5,TRUE,TRUE,FALSE,Yousef Abad,450000,dist6,,
1108,32,2,TRUE,TRUE,TRUE,Shahran,139333.33,dist5,,
1109,217,2,TRUE,TRUE,FALSE,,67333.33,#N/A,,
1110,210,1,TRUE,TRUE,TRUE,,76666.67,#N/A,,
1111,62,3,TRUE,TRUE,TRUE,Amirabad,277333.33,dist6,,
1112,12,2,TRUE,TRUE,TRUE,Shahran,113666.67,dist5,,
1113,214,2,TRUE,TRUE,TRUE,Shahran,66000,dist5,,
1114,214,2,TRUE,TRUE,TRUE,Shahran,80000,dist5,,
1115,226,2,TRUE,TRUE,TRUE,Northern Suhrawardi,150000,dist7,,
1116,112,3,TRUE,TRUE,TRUE,Heravi,525000,dist4,,
1117,32,3,TRUE,TRUE,TRUE,Saadat Abad,283333.33,dist2,,
1118,212,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,55966.67,dist17,,
1119,239,2,TRUE,TRUE,TRUE,Saadat Abad,183333.33,dist2,,
1120,124,4,TRUE,TRUE,FALSE,Shahrake Gharb,1166666.67,dist2,,
1121,199,2,TRUE,TRUE,TRUE,Salsabil,58333.33,dist10,,
1122,198,2,TRUE,TRUE,TRUE,Azarbaijan,69666.67,dist11,,
1123,238,2,TRUE,TRUE,TRUE,Villa,137666.67,dist2,,
1124,12,2,TRUE,TRUE,TRUE,Pardis,12500,other,,
1125,7,2,TRUE,TRUE,TRUE,Pardis,18333.33,other,,
1126,47,3,TRUE,TRUE,TRUE,Heravi,3.00E+05,dist4,,
1127,7,2,TRUE,TRUE,TRUE,Pardis,29166.67,other,,
1128,22,2,TRUE,TRUE,TRUE,Farmanieh,4.00E+05,dist1,,
1129,2,2,TRUE,TRUE,TRUE,Hakimiyeh,103333.33,dist4,,
1130,17,2,TRUE,TRUE,TRUE,Water Organization,126666.67,dist5,,
1131,2,2,FALSE,TRUE,TRUE,Shahr-e-Ziba,110000,dist5,,
1132,196,1,TRUE,TRUE,TRUE,Ostad Moein,42666.67,dist9,,
1133,185,1,FALSE,FALSE,FALSE,West Ferdows Boulevard,63333.33,dist5,,
1134,109,3,TRUE,TRUE,TRUE,Heravi,513333.33,dist4,,
1135,25,3,TRUE,TRUE,TRUE,Nezamabad,110000,dist7,,
1136,222,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,47333.33,dist17,,
1137,32,3,TRUE,TRUE,TRUE,Jeyhoon,93333.33,dist10,,
